party_id,party_number,party_name,party_type,tax_reference,country_code,province,city,industry_code,customer_size,risk_level,status,created_date,last_update_date
100000139,PTY100000139,深圳融信材料有限公司,ORGANIZATION,9144259007905140,CN,上海市,上海市,制造,SMALL,LOW,ACTIVE,2025-09-30 13:57:00,2025-09-30 13:57:00
100000140,PTY100000140,杭州智联材料制造有限公司,ORGANIZATION,9144904476680074,CN,上海市,上海市,医疗,MEDIUM,LOW,ACTIVE,2024-08-04 18:36:00,2024-08-04 18:36:00
100000141,PTY100000141,上海明川材料科技有限公司,ORGANIZATION,9144837484392579,CN,广东省,深圳市,贸易,KEY,LOW,ACTIVE,2024-06-17 21:08:00,2024-06-17 21:08:00
100000142,PTY100000142,胡斌,ORGANIZATION,9144735071262108,CN,北京市,北京市,供应链,MEDIUM,MEDIUM,ACTIVE,2025-12-17 08:10:00,2025-12-17 08:10:00
100000143,PTY100000143,杭州明川电子制造有限公司,ORGANIZATION,9144273663568313,CN,上海市,上海市,科技,SMALL,LOW,ACTIVE,2025-10-13 04:04:00,2025-10-13 04:04:00
100000144,PTY100000144,北京华盛材料科技有限公司,ORGANIZATION,9144321106326849,CN,广东省,深圳市,电子,SMALL,LOW,ACTIVE,2024-05-22 03:22:00,2024-05-22 03:22:00
100000145,PTY100000145,苏州明川物流科技有限公司,ORGANIZATION,9144345944433737,CN,北京市,北京市,医疗,SMALL,LOW,ACTIVE,2025-07-04 09:31:00,2025-07-04 09:31:00
100000146,PTY100000146,深圳智联物流贸易有限公司,ORGANIZATION,9144885351691457,CN,北京市,北京市,科技,MEDIUM,LOW,ACTIVE,2026-01-09 11:03:00,2026-01-09 11:03:00
100000147,PTY100000147,张斌敏,ORGANIZATION,9144672416923870,CN,江苏省,苏州市,材料,SMALL,MEDIUM,ACTIVE,2024-09-07 11:25:00,2024-09-07 11:25:00
100000148,PTY100000148,深圳明川电子制造有限公司,ORGANIZATION,9144140686425436,CN,江苏省,苏州市,制造,LARGE,MEDIUM,ACTIVE,2024-11-18 05:22:00,2024-11-18 05:22:00
100000149,PTY100000149,深圳安拓医疗制造有限公司,ORGANIZATION,9144352840000370,CN,江苏省,苏州市,制造,LARGE,LOW,ACTIVE,2023-11-03 01:17:00,2023-11-03 01:17:00
100000150,PTY100000150,北京安拓贸易有限公司,ORGANIZATION,9144679181903305,CN,浙江省,杭州市,科技,MEDIUM,LOW,ACTIVE,2025-02-10 19:11:00,2025-02-10 19:11:00
100000151,PTY100000151,北京融信物流有限公司,ORGANIZATION,9144484620049657,CN,浙江省,杭州市,贸易,MEDIUM,LOW,ACTIVE,2025-09-30 08:23:00,2025-09-30 08:23:00
100000152,PTY100000152,杭州嘉禾医疗供应链有限公司,ORGANIZATION,9144766803939570,CN,广东省,深圳市,医疗,LARGE,LOW,ACTIVE,2024-07-23 23:46:00,2024-07-23 23:46:00
100000153,PTY100000153,深圳云启贸易贸易有限公司,ORGANIZATION,9144404892688739,CN,上海市,上海市,贸易,LARGE,LOW,ACTIVE,2024-11-22 21:39:00,2024-11-22 21:39:00
100000154,PTY100000154,苏州远辰科技供应链有限公司,ORGANIZATION,9144731337659962,CN,江苏省,苏州市,供应链,LARGE,HIGH,ACTIVE,2026-02-22 05:15:00,2026-02-22 05:15:00
100000155,PTY100000155,杭州融信制造制造有限公司,ORGANIZATION,9144468935934775,CN,浙江省,杭州市,电子,MEDIUM,LOW,ACTIVE,2024-09-04 18:17:00,2024-09-04 18:17:00
100000156,PTY100000156,北京云启电子供应链有限公司,ORGANIZATION,9144266877689129,CN,上海市,上海市,制造,MEDIUM,MEDIUM,ACTIVE,2025-01-31 22:05:00,2025-01-31 22:05:00
100000157,PTY100000157,深圳云启材料制造有限公司,ORGANIZATION,9144579380540253,CN,浙江省,杭州市,物流,KEY,LOW,ACTIVE,2024-02-08 21:52:00,2024-02-08 21:52:00
100000158,PTY100000158,上海嘉禾科技有限公司,ORGANIZATION,9144437535770442,CN,浙江省,杭州市,制造,SMALL,LOW,ACTIVE,2025-12-15 11:28:00,2025-12-15 11:28:00
100000159,PTY100000159,北京恒越供应链科技有限公司,ORGANIZATION,9144744339211168,CN,北京市,北京市,制造,SMALL,HIGH,ACTIVE,2025-11-16 17:14:00,2025-11-16 17:14:00
100000160,PTY100000160,深圳云启科技有限公司,ORGANIZATION,9144794434965640,CN,北京市,北京市,科技,LARGE,LOW,ACTIVE,2025-10-25 17:16:00,2025-10-25 17:16:00
100000161,PTY100000161,上海明川医疗有限公司,ORGANIZATION,9144874631375840,CN,北京市,北京市,物流,LARGE,MEDIUM,ACTIVE,2023-11-30 07:48:00,2023-11-30 07:48:00
100000162,PTY100000162,上海安拓制造有限公司,ORGANIZATION,9144389034214422,CN,广东省,深圳市,材料,SMALL,MEDIUM,ACTIVE,2024-06-09 16:31:00,2024-06-09 16:31:00
100000163,PTY100000163,深圳云启制造科技有限公司,ORGANIZATION,9144299040478522,CN,北京市,北京市,电子,KEY,LOW,ACTIVE,2025-12-25 12:08:00,2025-12-25 12:08:00
100000164,PTY100000164,深圳远辰电子供应链有限公司,ORGANIZATION,9144902465403778,CN,北京市,北京市,制造,KEY,HIGH,ACTIVE,2025-03-07 12:21:00,2025-03-07 12:21:00
100000165,PTY100000165,上海华盛供应链制造有限公司,ORGANIZATION,9144845879957720,CN,上海市,上海市,物流,MEDIUM,LOW,ACTIVE,2025-07-19 08:38:00,2025-07-19 08:38:00
100000166,PTY100000166,深圳安拓贸易科技有限公司,ORGANIZATION,9144186908663260,CN,江苏省,苏州市,材料,KEY,LOW,ACTIVE,2025-03-08 11:08:00,2025-03-08 11:08:00
100000167,PTY100000167,北京云启科技有限公司,ORGANIZATION,9144601100166806,CN,上海市,上海市,贸易,LARGE,MEDIUM,ACTIVE,2024-09-01 17:19:00,2024-09-01 17:19:00
100000168,PTY100000168,深圳明川供应链有限公司,ORGANIZATION,9144919122659797,CN,江苏省,苏州市,物流,SMALL,LOW,ACTIVE,2026-02-12 18:29:00,2026-02-12 18:29:00
100000169,PTY100000169,深圳智联科技贸易有限公司,ORGANIZATION,9144705799002193,CN,北京市,北京市,物流,KEY,LOW,ACTIVE,2026-03-26 07:13:00,2026-03-26 07:13:00
100000170,PTY100000170,上海智联物流贸易有限公司,ORGANIZATION,9144250896683014,CN,浙江省,杭州市,物流,LARGE,HIGH,ACTIVE,2025-06-02 09:09:00,2025-06-02 09:09:00
100000171,PTY100000171,苏州远辰制造贸易有限公司,ORGANIZATION,9144880254499073,CN,江苏省,苏州市,物流,LARGE,LOW,ACTIVE,2024-09-01 08:23:00,2024-09-01 08:23:00
100000172,PTY100000172,杭州启元医疗科技有限公司,ORGANIZATION,9144842462558459,CN,江苏省,苏州市,供应链,KEY,MEDIUM,ACTIVE,2024-12-22 20:21:00,2024-12-22 20:21:00
100000173,PTY100000173,深圳云启医疗科技有限公司,ORGANIZATION,9144951247352893,CN,北京市,北京市,供应链,LARGE,LOW,ACTIVE,2024-09-17 00:22:00,2024-09-17 00:22:00
100000174,PTY100000174,上海启元制造科技有限公司,ORGANIZATION,9144456175746180,CN,江苏省,苏州市,科技,LARGE,LOW,ACTIVE,2025-10-23 22:51:00,2025-10-23 22:51:00
100000175,PTY100000175,上海远辰物流贸易有限公司,ORGANIZATION,9144423672162075,CN,广东省,深圳市,供应链,KEY,LOW,ACTIVE,2024-05-20 13:39:00,2024-05-20 13:39:00
100000176,PTY100000176,杭州云启贸易供应链有限公司,ORGANIZATION,9144511331141043,CN,广东省,深圳市,材料,KEY,HIGH,ACTIVE,2025-06-14 23:02:00,2025-06-14 23:02:00
100000177,PTY100000177,深圳嘉禾供应链供应链有限公司,ORGANIZATION,9144126430174684,CN,浙江省,杭州市,材料,LARGE,MEDIUM,ACTIVE,2026-01-16 00:17:00,2026-01-16 00:17:00
100000178,PTY100000178,北京智联材料供应链有限公司,ORGANIZATION,9144929200291511,CN,广东省,深圳市,科技,SMALL,LOW,ACTIVE,2024-06-12 00:21:00,2024-06-12 00:21:00
100000179,PTY100000179,深圳安拓制造贸易有限公司,ORGANIZATION,9144976024573886,CN,北京市,北京市,贸易,SMALL,LOW,ACTIVE,2025-11-03 14:17:00,2025-11-03 14:17:00
100000180,PTY100000180,苏州嘉禾贸易科技有限公司,ORGANIZATION,9144298060795700,CN,上海市,上海市,科技,KEY,LOW,ACTIVE,2024-07-07 15:48:00,2024-07-07 15:48:00
100000181,PTY100000181,苏州远辰供应链有限公司,ORGANIZATION,9144861522077626,CN,广东省,深圳市,制造,LARGE,LOW,ACTIVE,2025-04-28 04:18:00,2025-04-28 04:18:00
100000182,PTY100000182,苏州远辰贸易供应链有限公司,ORGANIZATION,9144253873403927,CN,江苏省,苏州市,供应链,LARGE,LOW,ACTIVE,2025-10-02 03:22:00,2025-10-02 03:22:00
100000183,PTY100000183,上海嘉禾科技贸易有限公司,ORGANIZATION,9144421509071923,CN,上海市,上海市,制造,KEY,LOW,ACTIVE,2025-08-14 05:14:00,2025-08-14 05:14:00
100000184,PTY100000184,上海远辰材料科技有限公司,ORGANIZATION,9144934163476358,CN,上海市,上海市,材料,MEDIUM,LOW,ACTIVE,2024-11-20 12:58:00,2024-11-20 12:58:00
100000185,PTY100000185,北京云启科技制造有限公司,ORGANIZATION,9144291427380230,CN,上海市,上海市,物流,KEY,LOW,ACTIVE,2025-07-04 05:26:00,2025-07-04 05:26:00
100000186,PTY100000186,苏州安拓材料贸易有限公司,ORGANIZATION,9144264117216288,CN,浙江省,杭州市,制造,MEDIUM,LOW,ACTIVE,2024-10-20 03:43:00,2024-10-20 03:43:00
100000187,PTY100000187,北京嘉禾制造供应链有限公司,ORGANIZATION,9144261371667874,CN,广东省,深圳市,科技,MEDIUM,LOW,ACTIVE,2024-10-22 22:03:00,2024-10-22 22:03:00
100000188,PTY100000188,杭州安拓材料供应链有限公司,ORGANIZATION,9144661178918280,CN,北京市,北京市,医疗,MEDIUM,LOW,ACTIVE,2023-12-11 18:21:00,2023-12-11 18:21:00
100000189,PTY100000189,朱敏,ORGANIZATION,9144199288976943,CN,上海市,上海市,材料,MEDIUM,LOW,ACTIVE,2024-10-02 07:12:00,2024-10-02 07:12:00
100000190,PTY100000190,北京嘉禾材料供应链有限公司,ORGANIZATION,9144193883918840,CN,上海市,上海市,医疗,KEY,LOW,ACTIVE,2024-11-27 16:02:00,2024-11-27 16:02:00
100000191,PTY100000191,苏州智联贸易有限公司,ORGANIZATION,9144403275718221,CN,上海市,上海市,物流,MEDIUM,LOW,ACTIVE,2025-01-21 05:37:00,2025-01-21 05:37:00
100000192,PTY100000192,北京远辰电子科技有限公司,ORGANIZATION,9144776674572288,CN,浙江省,杭州市,科技,MEDIUM,LOW,ACTIVE,2024-01-16 13:09:00,2024-01-16 13:09:00
100000193,PTY100000193,杭州恒越电子贸易有限公司,ORGANIZATION,9144583159633170,CN,北京市,北京市,科技,MEDIUM,LOW,ACTIVE,2026-01-31 18:20:00,2026-01-31 18:20:00
100000194,PTY100000194,深圳恒越供应链有限公司,ORGANIZATION,9144667796009617,CN,广东省,深圳市,科技,SMALL,HIGH,ACTIVE,2025-02-19 11:23:00,2025-02-19 11:23:00
100000195,PTY100000195,杭州安拓物流贸易有限公司,ORGANIZATION,9144228621452057,CN,浙江省,杭州市,医疗,LARGE,LOW,ACTIVE,2024-10-31 14:39:00,2024-10-31 14:39:00
100000196,PTY100000196,上海云启材料有限公司,ORGANIZATION,9144490650664621,CN,北京市,北京市,科技,LARGE,LOW,ACTIVE,2025-08-07 13:34:00,2025-08-07 13:34:00
100000197,PTY100000197,杭州华盛医疗科技有限公司,ORGANIZATION,9144320027770944,CN,浙江省,杭州市,供应链,LARGE,HIGH,ACTIVE,2025-07-26 15:47:00,2025-07-26 15:47:00
100000198,PTY100000198,北京恒越贸易供应链有限公司,ORGANIZATION,9144925587602061,CN,上海市,上海市,制造,SMALL,MEDIUM,ACTIVE,2024-10-23 15:35:00,2024-10-23 15:35:00
100000199,PTY100000199,深圳融信材料制造有限公司,ORGANIZATION,9144302978869243,CN,广东省,深圳市,医疗,MEDIUM,LOW,ACTIVE,2025-12-17 13:37:00,2025-12-17 13:37:00
100000200,PTY100000200,北京启元材料科技有限公司,ORGANIZATION,9144710898131522,CN,上海市,上海市,物流,KEY,LOW,ACTIVE,2024-03-22 15:09:00,2024-03-22 15:09:00
100000201,PTY100000201,苏州安拓医疗制造有限公司,ORGANIZATION,9144382668196249,CN,上海市,上海市,材料,SMALL,LOW,ACTIVE,2025-10-14 22:47:00,2025-10-14 22:47:00
100000202,PTY100000202,刘军,ORGANIZATION,9144634768287261,CN,浙江省,杭州市,材料,SMALL,HIGH,ACTIVE,2025-04-01 13:17:00,2025-04-01 13:17:00
100000203,PTY100000203,上海华盛物流有限公司,ORGANIZATION,9144811269712487,CN,江苏省,苏州市,物流,LARGE,LOW,ACTIVE,2025-06-05 01:43:00,2025-06-05 01:43:00
100000204,PTY100000204,杭州启元电子科技有限公司,ORGANIZATION,9144537102831965,CN,广东省,深圳市,电子,SMALL,LOW,ACTIVE,2024-09-15 22:59:00,2024-09-15 22:59:00
100000205,PTY100000205,杭州远辰制造有限公司,ORGANIZATION,9144868577895598,CN,江苏省,苏州市,制造,KEY,LOW,ACTIVE,2025-06-25 06:32:00,2025-06-25 06:32:00
100000206,PTY100000206,深圳安拓医疗制造有限公司,ORGANIZATION,9144616627710002,CN,浙江省,杭州市,科技,KEY,LOW,ACTIVE,2023-12-17 19:38:00,2023-12-17 19:38:00
100000207,PTY100000207,杭州智联物流供应链有限公司,ORGANIZATION,9144939737446040,CN,北京市,北京市,医疗,LARGE,LOW,ACTIVE,2025-01-22 03:45:00,2025-01-22 03:45:00
100000208,PTY100000208,苏州华盛材料科技有限公司,ORGANIZATION,9144584108080333,CN,浙江省,杭州市,科技,MEDIUM,LOW,ACTIVE,2025-06-15 15:52:00,2025-06-15 15:52:00
100000209,PTY100000209,深圳恒越电子科技有限公司,ORGANIZATION,9144233198169302,CN,北京市,北京市,供应链,KEY,LOW,ACTIVE,2023-11-20 15:08:00,2023-11-20 15:08:00
100000210,PTY100000210,杭州安拓物流制造有限公司,ORGANIZATION,9144802146534620,CN,浙江省,杭州市,医疗,MEDIUM,HIGH,ACTIVE,2024-10-13 20:44:00,2024-10-13 20:44:00
100000211,PTY100000211,上海明川物流科技有限公司,ORGANIZATION,9144370967252912,CN,广东省,深圳市,制造,KEY,LOW,ACTIVE,2025-10-23 12:11:00,2025-10-23 12:11:00
100000212,PTY100000212,杭州安拓供应链制造有限公司,ORGANIZATION,9144375456577228,CN,江苏省,苏州市,科技,KEY,HIGH,ACTIVE,2025-03-09 12:14:00,2025-03-09 12:14:00
100000213,PTY100000213,北京启元制造有限公司,ORGANIZATION,9144656791082245,CN,北京市,北京市,物流,MEDIUM,LOW,ACTIVE,2024-12-21 23:11:00,2024-12-21 23:11:00
100000214,PTY100000214,杭州融信材料贸易有限公司,ORGANIZATION,9144175844359481,CN,江苏省,苏州市,科技,MEDIUM,LOW,ACTIVE,2025-12-07 20:27:00,2025-12-07 20:27:00
100000215,PTY100000215,上海华盛医疗有限公司,ORGANIZATION,9144611444520093,CN,上海市,上海市,科技,LARGE,LOW,ACTIVE,2024-05-28 08:01:00,2024-05-28 08:01:00
100000216,PTY100000216,苏州明川供应链贸易有限公司,ORGANIZATION,9144789643017546,CN,浙江省,杭州市,制造,KEY,LOW,ACTIVE,2024-10-08 02:45:00,2024-10-08 02:45:00
100000217,PTY100000217,杭州融信物流贸易有限公司,ORGANIZATION,9144511650513492,CN,浙江省,杭州市,物流,KEY,LOW,ACTIVE,2025-05-12 06:40:00,2025-05-12 06:40:00
100000218,PTY100000218,北京安拓物流有限公司,ORGANIZATION,9144344746110433,CN,江苏省,苏州市,供应链,LARGE,MEDIUM,ACTIVE,2025-05-25 23:41:00,2025-05-25 23:41:00
100000219,PTY100000219,北京恒越制造科技有限公司,ORGANIZATION,9144724487378307,CN,上海市,上海市,供应链,SMALL,LOW,ACTIVE,2025-05-27 21:24:00,2025-05-27 21:24:00
100000220,PTY100000220,马娜,ORGANIZATION,9144795833812245,CN,江苏省,苏州市,物流,SMALL,HIGH,ACTIVE,2023-10-22 16:13:00,2023-10-22 16:13:00
100000221,PTY100000221,北京安拓电子科技有限公司,ORGANIZATION,9144701507210982,CN,北京市,北京市,物流,LARGE,LOW,ACTIVE,2024-11-28 05:13:00,2024-11-28 05:13:00
100000222,PTY100000222,上海嘉禾供应链科技有限公司,ORGANIZATION,9144307654401085,CN,北京市,北京市,贸易,LARGE,LOW,ACTIVE,2025-01-31 10:37:00,2025-01-31 10:37:00
100000223,PTY100000223,北京云启供应链科技有限公司,ORGANIZATION,9144262894063686,CN,浙江省,杭州市,医疗,SMALL,LOW,ACTIVE,2026-02-03 16:21:00,2026-02-03 16:21:00
100000224,PTY100000224,上海启元材料贸易有限公司,ORGANIZATION,9144285780770380,CN,浙江省,杭州市,科技,LARGE,MEDIUM,ACTIVE,2024-05-20 07:58:00,2024-05-20 07:58:00
100000225,PTY100000225,苏州明川科技制造有限公司,ORGANIZATION,9144756557789588,CN,北京市,北京市,电子,MEDIUM,MEDIUM,ACTIVE,2025-12-19 13:29:00,2025-12-19 13:29:00
100000226,PTY100000226,北京远辰科技制造有限公司,ORGANIZATION,9144997647957827,CN,江苏省,苏州市,科技,LARGE,LOW,ACTIVE,2025-06-21 22:20:00,2025-06-21 22:20:00
100000227,PTY100000227,杭州智联供应链贸易有限公司,ORGANIZATION,9144736250341471,CN,江苏省,苏州市,供应链,MEDIUM,LOW,ACTIVE,2025-11-16 17:19:00,2025-11-16 17:19:00
100000228,PTY100000228,上海远辰贸易有限公司,ORGANIZATION,9144555150122724,CN,广东省,深圳市,物流,LARGE,LOW,ACTIVE,2024-03-16 23:12:00,2024-03-16 23:12:00
100000229,PTY100000229,上海华盛供应链贸易有限公司,ORGANIZATION,9144765059099638,CN,广东省,深圳市,材料,LARGE,LOW,ACTIVE,2024-11-27 19:28:00,2024-11-27 19:28:00
100000230,PTY100000230,北京嘉禾供应链科技有限公司,ORGANIZATION,9144569211363784,CN,北京市,北京市,物流,SMALL,LOW,ACTIVE,2023-10-25 09:04:00,2023-10-25 09:04:00
100000231,PTY100000231,北京安拓科技科技有限公司,ORGANIZATION,9144418642980922,CN,北京市,北京市,材料,KEY,LOW,ACTIVE,2024-10-18 03:57:00,2024-10-18 03:57:00
100000232,PTY100000232,北京安拓电子贸易有限公司,ORGANIZATION,9144598984483970,CN,上海市,上海市,供应链,KEY,LOW,ACTIVE,2025-05-03 09:59:00,2025-05-03 09:59:00
100000233,PTY100000233,北京融信制造供应链有限公司,ORGANIZATION,9144262645337177,CN,广东省,深圳市,制造,SMALL,LOW,ACTIVE,2023-10-29 19:50:00,2023-10-29 19:50:00
100000234,PTY100000234,吴伟颖,ORGANIZATION,9144548625390737,CN,广东省,深圳市,材料,SMALL,LOW,ACTIVE,2024-08-05 02:30:00,2024-08-05 02:30:00
100000235,PTY100000235,陈磊,ORGANIZATION,9144297541588428,CN,广东省,深圳市,制造,LARGE,LOW,ACTIVE,2026-02-08 20:34:00,2026-02-08 20:34:00
100000236,PTY100000236,深圳明川医疗制造有限公司,ORGANIZATION,9144233721855946,CN,北京市,北京市,医疗,LARGE,LOW,ACTIVE,2026-01-23 14:30:00,2026-01-23 14:30:00
100000237,PTY100000237,北京华盛医疗供应链有限公司,ORGANIZATION,9144901096036467,CN,江苏省,苏州市,材料,KEY,LOW,ACTIVE,2024-07-09 05:29:00,2024-07-09 05:29:00
100000238,PTY100000238,杭州华盛物流供应链有限公司,ORGANIZATION,9144968676108707,CN,江苏省,苏州市,电子,LARGE,LOW,ACTIVE,2025-09-05 01:42:00,2025-09-05 01:42:00
100000239,PTY100000239,深圳远辰供应链制造有限公司,ORGANIZATION,9144692126629841,CN,北京市,北京市,贸易,KEY,MEDIUM,ACTIVE,2024-11-22 19:20:00,2024-11-22 19:20:00
100000240,PTY100000240,杭州华盛贸易制造有限公司,ORGANIZATION,9144727778058729,CN,浙江省,杭州市,物流,MEDIUM,LOW,ACTIVE,2024-06-27 06:07:00,2024-06-27 06:07:00
100000241,PTY100000241,苏州嘉禾医疗科技有限公司,ORGANIZATION,9144269651441446,CN,广东省,深圳市,供应链,LARGE,LOW,ACTIVE,2026-03-05 08:03:00,2026-03-05 08:03:00
100000242,PTY100000242,杭州嘉禾科技供应链有限公司,ORGANIZATION,9144465446208280,CN,上海市,上海市,材料,SMALL,LOW,ACTIVE,2024-04-26 04:05:00,2024-04-26 04:05:00
100000243,PTY100000243,苏州融信贸易供应链有限公司,ORGANIZATION,9144213877023429,CN,江苏省,苏州市,供应链,LARGE,LOW,ACTIVE,2026-03-15 04:25:00,2026-03-15 04:25:00
100000244,PTY100000244,苏州融信材料有限公司,ORGANIZATION,9144294956797994,CN,北京市,北京市,材料,LARGE,LOW,ACTIVE,2026-02-03 21:33:00,2026-02-03 21:33:00
100000245,PTY100000245,苏州安拓材料科技有限公司,ORGANIZATION,9144834084061016,CN,浙江省,杭州市,贸易,LARGE,HIGH,ACTIVE,2025-02-22 18:16:00,2025-02-22 18:16:00
100000246,PTY100000246,上海华盛制造贸易有限公司,ORGANIZATION,9144553507898711,CN,广东省,深圳市,供应链,MEDIUM,LOW,ACTIVE,2024-10-01 09:35:00,2024-10-01 09:35:00
100000247,PTY100000247,苏州融信供应链科技有限公司,ORGANIZATION,9144205463298641,CN,广东省,深圳市,材料,MEDIUM,LOW,ACTIVE,2024-07-28 09:40:00,2024-07-28 09:40:00
100000248,PTY100000248,深圳明川供应链科技有限公司,ORGANIZATION,9144592108468285,CN,广东省,深圳市,供应链,MEDIUM,MEDIUM,ACTIVE,2025-06-05 11:21:00,2025-06-05 11:21:00
100000249,PTY100000249,上海云启物流科技有限公司,ORGANIZATION,9144412936676630,CN,广东省,深圳市,科技,MEDIUM,MEDIUM,ACTIVE,2024-09-03 12:53:00,2024-09-03 12:53:00
100000250,PTY100000250,北京远辰供应链贸易有限公司,ORGANIZATION,9144808977750534,CN,江苏省,苏州市,科技,MEDIUM,LOW,ACTIVE,2025-11-22 20:00:00,2025-11-22 20:00:00
100000251,PTY100000251,上海智联制造供应链有限公司,ORGANIZATION,9144731392104090,CN,上海市,上海市,材料,MEDIUM,LOW,ACTIVE,2025-09-21 10:22:00,2025-09-21 10:22:00
100000252,PTY100000252,苏州明川材料有限公司,ORGANIZATION,9144616449335951,CN,上海市,上海市,电子,LARGE,LOW,ACTIVE,2024-10-11 04:55:00,2024-10-11 04:55:00
100000253,PTY100000253,北京恒越医疗制造有限公司,ORGANIZATION,9144622393865966,CN,上海市,上海市,制造,SMALL,LOW,ACTIVE,2024-08-30 15:57:00,2024-08-30 15:57:00
100000254,PTY100000254,上海启元医疗制造有限公司,ORGANIZATION,9144505645286582,CN,广东省,深圳市,制造,LARGE,LOW,ACTIVE,2024-03-04 19:18:00,2024-03-04 19:18:00
100000255,PTY100000255,上海远辰材料供应链有限公司,ORGANIZATION,9144157316663804,CN,浙江省,杭州市,医疗,SMALL,MEDIUM,ACTIVE,2025-10-10 17:24:00,2025-10-10 17:24:00
100000256,PTY100000256,北京安拓医疗科技有限公司,ORGANIZATION,9144849601730593,CN,北京市,北京市,科技,SMALL,LOW,ACTIVE,2024-12-26 11:17:00,2024-12-26 11:17:00
100000257,PTY100000257,苏州明川医疗贸易有限公司,ORGANIZATION,9144702640905116,CN,浙江省,杭州市,科技,SMALL,LOW,ACTIVE,2024-05-06 01:49:00,2024-05-06 01:49:00
100000258,PTY100000258,深圳云启电子有限公司,ORGANIZATION,9144823169234927,CN,浙江省,杭州市,制造,SMALL,HIGH,ACTIVE,2026-01-01 04:52:00,2026-01-01 04:52:00
100000259,PTY100000259,苏州启元制造有限公司,ORGANIZATION,9144174906698550,CN,广东省,深圳市,材料,MEDIUM,LOW,ACTIVE,2025-07-09 15:49:00,2025-07-09 15:49:00
100000260,PTY100000260,苏州明川科技有限公司,ORGANIZATION,9144830306943107,CN,江苏省,苏州市,物流,LARGE,LOW,ACTIVE,2025-10-29 03:20:00,2025-10-29 03:20:00
100000261,PTY100000261,深圳融信供应链有限公司,ORGANIZATION,9144812787721079,CN,北京市,北京市,电子,LARGE,LOW,ACTIVE,2025-05-24 11:57:00,2025-05-24 11:57:00
100000262,PTY100000262,杭州启元物流有限公司,ORGANIZATION,9144139255756066,CN,江苏省,苏州市,供应链,SMALL,LOW,ACTIVE,2025-01-06 00:48:00,2025-01-06 00:48:00
100000263,PTY100000263,北京云启科技制造有限公司,ORGANIZATION,9144692165417868,CN,广东省,深圳市,制造,MEDIUM,LOW,ACTIVE,2024-05-30 02:27:00,2024-05-30 02:27:00
100000264,PTY100000264,杭州云启制造有限公司,ORGANIZATION,9144754970244042,CN,广东省,深圳市,供应链,SMALL,HIGH,ACTIVE,2026-01-24 20:53:00,2026-01-24 20:53:00
100000265,PTY100000265,苏州嘉禾科技贸易有限公司,ORGANIZATION,9144707179214581,CN,广东省,深圳市,制造,KEY,LOW,ACTIVE,2025-01-29 18:16:00,2025-01-29 18:16:00
100000266,PTY100000266,深圳远辰电子贸易有限公司,ORGANIZATION,9144672394370664,CN,北京市,北京市,材料,KEY,MEDIUM,ACTIVE,2025-08-31 19:20:00,2025-08-31 19:20:00
100000267,PTY100000267,苏州恒越物流有限公司,ORGANIZATION,9144607747924749,CN,浙江省,杭州市,供应链,LARGE,LOW,ACTIVE,2023-10-29 06:28:00,2023-10-29 06:28:00
100000268,PTY100000268,苏州启元供应链供应链有限公司,ORGANIZATION,9144963967227229,CN,上海市,上海市,科技,KEY,LOW,ACTIVE,2026-02-05 06:49:00,2026-02-05 06:49:00
100000269,PTY100000269,深圳恒越供应链有限公司,ORGANIZATION,9144157915090149,CN,北京市,北京市,物流,MEDIUM,LOW,ACTIVE,2026-01-14 08:23:00,2026-01-14 08:23:00
100000270,PTY100000270,杭州恒越制造有限公司,ORGANIZATION,9144933958959473,CN,广东省,深圳市,贸易,MEDIUM,LOW,ACTIVE,2024-12-09 09:34:00,2024-12-09 09:34:00
100000271,PTY100000271,深圳智联材料科技有限公司,ORGANIZATION,9144578147095243,CN,北京市,北京市,供应链,MEDIUM,LOW,ACTIVE,2024-03-07 16:45:00,2024-03-07 16:45:00
100000272,PTY100000272,马颖,ORGANIZATION,9144549819596939,CN,广东省,深圳市,供应链,MEDIUM,LOW,ACTIVE,2024-09-05 23:16:00,2024-09-05 23:16:00
100000273,PTY100000273,深圳安拓材料科技有限公司,ORGANIZATION,9144790890082688,CN,北京市,北京市,电子,KEY,MEDIUM,ACTIVE,2024-04-09 04:00:00,2024-04-09 04:00:00
100000274,PTY100000274,杭州明川贸易有限公司,ORGANIZATION,9144501002074637,CN,江苏省,苏州市,制造,SMALL,LOW,ACTIVE,2024-12-09 04:58:00,2024-12-09 04:58:00
100000275,PTY100000275,杭州嘉禾贸易制造有限公司,ORGANIZATION,9144634519033662,CN,上海市,上海市,电子,KEY,MEDIUM,ACTIVE,2026-01-25 12:38:00,2026-01-25 12:38:00
100000276,PTY100000276,北京明川电子供应链有限公司,ORGANIZATION,9144265340472930,CN,江苏省,苏州市,供应链,SMALL,MEDIUM,ACTIVE,2025-12-06 01:51:00,2025-12-06 01:51:00
100000277,PTY100000277,深圳云启供应链贸易有限公司,ORGANIZATION,9144832692890326,CN,北京市,北京市,材料,KEY,LOW,ACTIVE,2024-01-15 13:29:00,2024-01-15 13:29:00
100000278,PTY100000278,深圳远辰贸易制造有限公司,ORGANIZATION,9144880993982661,CN,浙江省,杭州市,制造,MEDIUM,LOW,ACTIVE,2025-06-11 18:49:00,2025-06-11 18:49:00
