cust_account_id,party_id,account_number,account_name,payment_term_code,region_code,account_status
300000316,100000316,CUST300000316,苏州华盛科技制造有限公司,NET90,上海,ACTIVE
300000317,100000317,CUST300000317,北京明川科技科技有限公司,NET60,北京,ACTIVE
300000318,100000318,CUST300000318,深圳智联贸易贸易有限公司,NET60,北京,ACTIVE
300000319,100000319,CUST300000319,杭州启元供应链贸易有限公司,NET60,上海,ACTIVE
300000320,100000320,CUST300000320,北京远辰制造供应链有限公司,PREPAID,北京,ACTIVE
300000321,100000321,CUST300000321,深圳智联电子有限公司,NET90,北京,ACTIVE
300000322,100000322,CUST300000322,杭州安拓制造科技有限公司,PREPAID,上海,ACTIVE
300000323,100000323,CUST300000323,上海智联科技制造有限公司,NET30,北京,ACTIVE
300000324,100000324,CUST300000324,苏州融信电子制造有限公司,NET30,北京,ACTIVE
300000325,100000325,CUST300000325,北京远辰医疗供应链有限公司,NET30,苏州,ACTIVE
300000326,100000326,CUST300000326,深圳云启贸易制造有限公司,NET30,杭州,ACTIVE
300000327,100000327,CUST300000327,深圳云启材料供应链有限公司,PREPAID,深圳,ACTIVE
300000328,100000328,CUST300000328,苏州远辰电子科技有限公司,NET30,北京,ACTIVE
300000329,100000329,CUST300000329,杭州智联物流供应链有限公司,NET30,上海,ACTIVE
300000330,100000330,CUST300000330,深圳融信医疗供应链有限公司,NET30,上海,ACTIVE
300000331,100000331,CUST300000331,苏州明川科技贸易有限公司,NET30,杭州,ACTIVE
300000332,100000332,CUST300000332,苏州启元贸易有限公司,NET30,深圳,ACTIVE
300000333,100000333,CUST300000333,杭州恒越材料有限公司,NET60,北京,ACTIVE
300000334,100000334,CUST300000334,北京智联制造科技有限公司,NET30,北京,ACTIVE
300000335,100000335,CUST300000335,苏州云启制造有限公司,PREPAID,苏州,ACTIVE
300000336,100000336,CUST300000336,北京安拓医疗贸易有限公司,NET60,苏州,ACTIVE
300000337,100000337,CUST300000337,苏州融信科技供应链有限公司,NET30,深圳,ACTIVE
300000338,100000338,CUST300000338,深圳明川制造有限公司,PREPAID,杭州,ACTIVE
300000339,100000339,CUST300000339,深圳明川制造制造有限公司,NET30,苏州,ACTIVE
300000340,100000340,CUST300000340,杭州华盛供应链供应链有限公司,NET30,上海,ACTIVE
300000341,100000341,CUST300000341,杭州启元物流供应链有限公司,NET30,上海,ACTIVE
300000342,100000342,CUST300000342,苏州智联贸易科技有限公司,NET90,上海,ACTIVE
300000343,100000343,CUST300000343,苏州启元材料制造有限公司,NET30,苏州,ACTIVE
300000344,100000344,CUST300000344,北京明川贸易供应链有限公司,NET30,苏州,ACTIVE
300000345,100000345,CUST300000345,杭州嘉禾材料制造有限公司,NET60,北京,ACTIVE
300000346,100000346,CUST300000346,杭州启元供应链贸易有限公司,PREPAID,苏州,ACTIVE
300000347,100000347,CUST300000347,上海安拓材料制造有限公司,NET30,深圳,ACTIVE
300000348,100000348,CUST300000348,杭州远辰贸易制造有限公司,NET30,深圳,ACTIVE
300000349,100000349,CUST300000349,深圳安拓电子有限公司,NET30,深圳,ACTIVE
300000350,100000350,CUST300000350,上海智联供应链贸易有限公司,NET60,上海,ACTIVE
300000351,100000351,CUST300000351,深圳华盛供应链贸易有限公司,NET30,上海,ACTIVE
300000352,100000352,CUST300000352,苏州华盛贸易制造有限公司,PREPAID,深圳,ACTIVE
300000353,100000353,CUST300000353,苏州华盛贸易贸易有限公司,NET30,苏州,ACTIVE
300000354,100000354,CUST300000354,深圳恒越科技有限公司,PREPAID,上海,ACTIVE
300000355,100000355,CUST300000355,杭州远辰供应链有限公司,NET30,苏州,ACTIVE
300000356,100000356,CUST300000356,深圳明川制造科技有限公司,NET90,杭州,ACTIVE
300000357,100000357,CUST300000357,苏州远辰材料科技有限公司,NET30,北京,ACTIVE
300000358,100000358,CUST300000358,上海云启供应链科技有限公司,NET30,北京,ACTIVE
300000359,100000359,CUST300000359,北京安拓材料供应链有限公司,PREPAID,北京,ACTIVE
300000360,100000360,CUST300000360,苏州云启供应链制造有限公司,NET30,苏州,ACTIVE
300000361,100000361,CUST300000361,上海远辰物流科技有限公司,NET90,杭州,ACTIVE
300000362,100000362,CUST300000362,陈琳,NET60,深圳,ACTIVE
300000363,100000363,CUST300000363,上海华盛物流供应链有限公司,NET30,北京,ACTIVE
300000364,100000364,CUST300000364,北京启元供应链科技有限公司,PREPAID,上海,ACTIVE
300000365,100000365,CUST300000365,杭州启元物流供应链有限公司,NET30,上海,ACTIVE
300000366,100000366,CUST300000366,上海云启电子制造有限公司,NET30,北京,ACTIVE
300000367,100000367,CUST300000367,杭州启元医疗有限公司,NET30,杭州,ACTIVE
300000368,100000368,CUST300000368,北京嘉禾物流有限公司,NET60,深圳,ACTIVE
300000369,100000369,CUST300000369,杭州启元电子贸易有限公司,NET30,杭州,ACTIVE
300000370,100000370,CUST300000370,深圳智联供应链科技有限公司,PREPAID,杭州,ACTIVE
300000371,100000371,CUST300000371,杭州华盛供应链贸易有限公司,NET30,北京,ACTIVE
300000372,100000372,CUST300000372,北京启元材料有限公司,NET30,上海,ACTIVE
300000373,100000373,CUST300000373,上海嘉禾科技科技有限公司,NET30,深圳,ACTIVE
300000374,100000374,CUST300000374,苏州远辰医疗制造有限公司,NET30,深圳,ACTIVE
300000375,100000375,CUST300000375,北京融信贸易科技有限公司,NET30,深圳,ACTIVE
300000376,100000376,CUST300000376,杭州智联制造贸易有限公司,NET30,苏州,ACTIVE
300000377,100000377,CUST300000377,北京云启物流供应链有限公司,NET30,苏州,ACTIVE
300000378,100000378,CUST300000378,孙颖斌,PREPAID,苏州,ACTIVE
300000379,100000379,CUST300000379,北京恒越科技供应链有限公司,NET60,杭州,ACTIVE
300000380,100000380,CUST300000380,张艳琳,NET60,深圳,ACTIVE
300000381,100000381,CUST300000381,杭州智联医疗有限公司,NET30,北京,ACTIVE
300000382,100000382,CUST300000382,杭州远辰供应链有限公司,NET30,杭州,ACTIVE
300000383,100000383,CUST300000383,吴伟,NET30,深圳,ACTIVE
300000384,100000384,CUST300000384,苏州智联物流贸易有限公司,PREPAID,苏州,ACTIVE
300000385,100000385,CUST300000385,苏州云启贸易有限公司,NET30,苏州,ACTIVE
300000386,100000386,CUST300000386,上海云启制造供应链有限公司,NET30,苏州,ACTIVE
300000387,100000387,CUST300000387,杭州启元材料有限公司,NET30,上海,ACTIVE
300000388,100000388,CUST300000388,深圳启元电子有限公司,NET30,上海,ACTIVE
300000389,100000389,CUST300000389,上海华盛供应链有限公司,NET30,上海,ACTIVE
300000390,100000390,CUST300000390,上海安拓供应链供应链有限公司,PREPAID,北京,ACTIVE
300000391,100000391,CUST300000391,北京恒越物流供应链有限公司,NET30,苏州,ACTIVE
300000392,100000392,CUST300000392,杭州云启贸易贸易有限公司,PREPAID,杭州,ACTIVE
300000393,100000393,CUST300000393,北京安拓医疗贸易有限公司,NET30,北京,ACTIVE
300000394,100000394,CUST300000394,深圳华盛制造供应链有限公司,NET90,北京,ACTIVE
300000395,100000395,CUST300000395,上海融信电子科技有限公司,NET30,深圳,ACTIVE
300000396,100000396,CUST300000396,深圳嘉禾医疗有限公司,NET60,上海,ACTIVE
300000397,100000397,CUST300000397,杭州华盛贸易制造有限公司,NET30,上海,ACTIVE
300000398,100000398,CUST300000398,杭州恒越制造供应链有限公司,NET30,苏州,ACTIVE
300000399,100000399,CUST300000399,深圳智联供应链供应链有限公司,NET60,深圳,ACTIVE
300000400,100000400,CUST300000400,北京安拓制造制造有限公司,NET60,上海,ACTIVE
300000401,100000401,CUST300000401,苏州智联供应链制造有限公司,NET30,深圳,ACTIVE
300000402,100000402,CUST300000402,北京融信制造供应链有限公司,NET60,上海,ACTIVE
300000403,100000403,CUST300000403,上海嘉禾制造有限公司,PREPAID,杭州,ACTIVE
300000404,100000404,CUST300000404,上海智联供应链制造有限公司,NET30,上海,ACTIVE
300000405,100000405,CUST300000405,深圳融信制造供应链有限公司,NET30,北京,ACTIVE
300000406,100000406,CUST300000406,苏州智联科技制造有限公司,NET60,杭州,ACTIVE
300000407,100000407,CUST300000407,北京融信物流科技有限公司,NET30,深圳,ACTIVE
300000408,100000408,CUST300000408,杭州融信制造科技有限公司,NET30,深圳,ACTIVE
300000409,100000409,CUST300000409,北京云启供应链有限公司,NET60,北京,ACTIVE
300000410,100000410,CUST300000410,深圳远辰科技有限公司,NET30,苏州,ACTIVE
300000411,100000411,CUST300000411,苏州华盛贸易科技有限公司,NET30,杭州,ACTIVE
300000412,100000412,CUST300000412,杭州融信制造有限公司,PREPAID,北京,ACTIVE
300000413,100000413,CUST300000413,杭州启元科技贸易有限公司,NET30,杭州,ACTIVE
300000414,100000414,CUST300000414,上海安拓医疗制造有限公司,NET60,苏州,ACTIVE
300000415,100000415,CUST300000415,深圳恒越贸易制造有限公司,NET30,上海,ACTIVE
300000416,100000416,CUST300000416,北京启元供应链供应链有限公司,NET30,苏州,ACTIVE
300000417,100000417,CUST300000417,深圳启元制造科技有限公司,NET60,上海,ACTIVE
300000418,100000418,CUST300000418,深圳远辰供应链有限公司,NET30,上海,ACTIVE
300000419,100000419,CUST300000419,苏州融信电子有限公司,NET30,深圳,ACTIVE
300000420,100000420,CUST300000420,深圳嘉禾电子制造有限公司,NET60,上海,ACTIVE
300000421,100000421,CUST300000421,苏州明川科技科技有限公司,NET30,杭州,ACTIVE
300000422,100000422,CUST300000422,北京华盛贸易科技有限公司,NET30,杭州,ACTIVE
300000423,100000423,CUST300000423,深圳恒越材料科技有限公司,NET30,深圳,ACTIVE
300000424,100000424,CUST300000424,北京恒越科技有限公司,NET30,深圳,ACTIVE
300000425,100000425,CUST300000425,北京云启医疗有限公司,PREPAID,深圳,ACTIVE
300000426,100000426,CUST300000426,杭州嘉禾物流贸易有限公司,NET30,北京,ACTIVE
300000427,100000427,CUST300000427,周杰,PREPAID,上海,ACTIVE
300000428,100000428,CUST300000428,孙超,NET30,苏州,ACTIVE
300000429,100000429,CUST300000429,深圳嘉禾供应链科技有限公司,PREPAID,杭州,ACTIVE
300000430,100000430,CUST300000430,北京明川科技科技有限公司,NET30,苏州,ACTIVE
300000431,100000431,CUST300000431,北京远辰电子贸易有限公司,NET30,苏州,ACTIVE
300000432,100000432,CUST300000432,上海云启制造有限公司,NET30,杭州,ACTIVE
300000433,100000433,CUST300000433,北京智联供应链供应链有限公司,PREPAID,苏州,ACTIVE
300000434,100000434,CUST300000434,苏州智联材料科技有限公司,NET30,深圳,ACTIVE
300000435,100000435,CUST300000435,深圳智联贸易制造有限公司,NET60,苏州,ACTIVE
300000436,100000436,CUST300000436,胡敏勇,NET30,北京,ACTIVE
300000437,100000437,CUST300000437,上海云启贸易制造有限公司,NET60,苏州,ACTIVE
300000438,100000438,CUST300000438,北京智联医疗供应链有限公司,NET30,上海,ACTIVE
300000439,100000439,CUST300000439,杭州嘉禾材料贸易有限公司,PREPAID,杭州,ACTIVE
300000440,100000440,CUST300000440,深圳智联科技有限公司,NET90,苏州,ACTIVE
300000441,100000441,CUST300000441,北京嘉禾电子科技有限公司,NET30,上海,ACTIVE
300000442,100000442,CUST300000442,陈雪,NET60,杭州,ACTIVE
300000443,100000443,CUST300000443,上海明川电子科技有限公司,NET30,杭州,ACTIVE
300000444,100000444,CUST300000444,杭州启元科技科技有限公司,PREPAID,上海,ACTIVE
300000445,100000445,CUST300000445,深圳嘉禾科技制造有限公司,NET60,深圳,ACTIVE
300000446,100000446,CUST300000446,苏州智联电子贸易有限公司,NET90,上海,ACTIVE
300000447,100000447,CUST300000447,深圳融信医疗贸易有限公司,NET30,上海,ACTIVE
300000448,100000448,CUST300000448,杭州安拓贸易科技有限公司,NET60,北京,ACTIVE
300000449,100000449,CUST300000449,吴斌雪,NET30,苏州,ACTIVE
300000450,100000450,CUST300000450,北京启元医疗制造有限公司,PREPAID,北京,ACTIVE
300000451,100000451,CUST300000451,深圳嘉禾贸易贸易有限公司,NET60,深圳,ACTIVE
300000452,100000452,CUST300000452,北京安拓电子贸易有限公司,NET60,上海,ACTIVE
300000453,100000453,CUST300000453,深圳安拓科技科技有限公司,NET60,杭州,ACTIVE
300000454,100000454,CUST300000454,北京华盛供应链供应链有限公司,NET60,苏州,ACTIVE
300000455,100000455,CUST300000455,苏州明川电子制造有限公司,NET60,杭州,ACTIVE
300000456,100000456,CUST300000456,北京明川科技科技有限公司,NET30,杭州,ACTIVE
300000457,100000457,CUST300000457,杭州嘉禾贸易制造有限公司,NET30,苏州,ACTIVE
300000458,100000458,CUST300000458,北京恒越科技科技有限公司,NET90,深圳,ACTIVE
300000459,100000459,CUST300000459,苏州安拓材料制造有限公司,NET30,苏州,ACTIVE
300000460,100000460,CUST300000460,杭州恒越材料有限公司,NET30,北京,ACTIVE
300000461,100000461,CUST300000461,深圳华盛贸易贸易有限公司,NET60,北京,ACTIVE
300000462,100000462,CUST300000462,李涛琳,NET90,北京,ACTIVE
300000463,100000463,CUST300000463,深圳启元供应链有限公司,NET60,苏州,ACTIVE
300000464,100000464,CUST300000464,杭州启元医疗有限公司,NET60,北京,ACTIVE
300000465,100000465,CUST300000465,王斌敏,NET30,苏州,ACTIVE
300000466,100000466,CUST300000466,深圳恒越电子制造有限公司,NET60,苏州,ACTIVE
300000467,100000467,CUST300000467,上海嘉禾电子有限公司,NET30,上海,ACTIVE
300000468,100000468,CUST300000468,上海安拓电子供应链有限公司,NET30,深圳,ACTIVE
300000469,100000469,CUST300000469,深圳安拓物流供应链有限公司,PREPAID,苏州,ACTIVE
300000470,100000470,CUST300000470,上海嘉禾贸易贸易有限公司,NET90,深圳,ACTIVE
300000471,100000471,CUST300000471,上海远辰医疗科技有限公司,NET30,上海,ACTIVE
300000472,100000472,CUST300000472,杭州智联物流有限公司,NET30,苏州,ACTIVE
300000473,100000473,CUST300000473,苏州嘉禾供应链科技有限公司,NET30,上海,ACTIVE
300000474,100000474,CUST300000474,杭州华盛材料贸易有限公司,NET90,上海,ACTIVE
300000475,100000475,CUST300000475,苏州启元物流制造有限公司,NET60,杭州,ACTIVE
300000476,100000476,CUST300000476,苏州云启制造科技有限公司,PREPAID,苏州,ACTIVE
300000477,100000477,CUST300000477,深圳明川科技供应链有限公司,NET60,苏州,ACTIVE
300000478,100000478,CUST300000478,北京融信制造有限公司,NET30,上海,ACTIVE
300000479,100000479,CUST300000479,杭州安拓制造制造有限公司,NET30,苏州,ACTIVE
300000480,100000480,CUST300000480,苏州融信医疗科技有限公司,PREPAID,苏州,ACTIVE
300000481,100000481,CUST300000481,赵雪,NET30,深圳,ACTIVE
300000482,100000482,CUST300000482,北京融信科技制造有限公司,PREPAID,苏州,ACTIVE
300000483,100000483,CUST300000483,上海安拓物流贸易有限公司,NET90,上海,ACTIVE
300000484,100000484,CUST300000484,苏州启元医疗贸易有限公司,NET30,苏州,ACTIVE
300000485,100000485,CUST300000485,上海融信贸易有限公司,NET30,苏州,ACTIVE
300000486,100000486,CUST300000486,苏州启元科技制造有限公司,NET30,深圳,ACTIVE
300000487,100000487,CUST300000487,苏州华盛贸易制造有限公司,NET90,苏州,ACTIVE
300000488,100000488,CUST300000488,陈艳,NET30,深圳,ACTIVE
300000489,100000489,CUST300000489,苏州明川供应链供应链有限公司,NET30,北京,ACTIVE
300000490,100000490,CUST300000490,杭州华盛医疗制造有限公司,NET30,深圳,ACTIVE
300000491,100000491,CUST300000491,深圳智联科技科技有限公司,NET30,杭州,ACTIVE
300000492,100000492,CUST300000492,北京安拓物流制造有限公司,NET30,杭州,ACTIVE
300000493,100000493,CUST300000493,苏州云启物流制造有限公司,NET30,苏州,ACTIVE
300000494,100000494,CUST300000494,苏州华盛电子科技有限公司,NET30,杭州,ACTIVE
300000495,100000495,CUST300000495,苏州明川电子供应链有限公司,NET60,北京,ACTIVE
300000496,100000496,CUST300000496,苏州云启物流有限公司,NET30,上海,ACTIVE
300000497,100000497,CUST300000497,苏州远辰供应链有限公司,NET60,杭州,ACTIVE
300000498,100000498,CUST300000498,杭州启元材料供应链有限公司,PREPAID,北京,ACTIVE
300000499,100000499,CUST300000499,北京远辰材料供应链有限公司,NET60,杭州,ACTIVE
300000500,100000500,CUST300000500,杭州恒越科技制造有限公司,NET60,杭州,ACTIVE
300000501,100000501,CUST300000501,上海明川科技贸易有限公司,NET30,上海,ACTIVE
300000502,100000502,CUST300000502,北京安拓科技科技有限公司,NET90,深圳,ACTIVE
300000503,100000503,CUST300000503,陈静,NET30,杭州,ACTIVE
300000504,100000504,CUST300000504,北京启元供应链供应链有限公司,NET30,北京,ACTIVE
300000505,100000505,CUST300000505,深圳明川制造科技有限公司,NET90,北京,ACTIVE
300000506,100000506,CUST300000506,深圳启元供应链贸易有限公司,NET30,上海,ACTIVE
300000507,100000507,CUST300000507,深圳云启物流供应链有限公司,NET60,上海,ACTIVE
300000508,100000508,CUST300000508,上海嘉禾贸易贸易有限公司,NET30,北京,ACTIVE
300000509,100000509,CUST300000509,深圳融信材料制造有限公司,NET30,上海,ACTIVE
300000510,100000510,CUST300000510,杭州明川制造有限公司,NET60,苏州,ACTIVE
300000511,100000511,CUST300000511,赵涛倩,NET30,杭州,ACTIVE
300000512,100000512,CUST300000512,上海恒越电子贸易有限公司,NET60,杭州,ACTIVE
300000513,100000513,CUST300000513,杭州华盛供应链供应链有限公司,PREPAID,深圳,ACTIVE
300000514,100000514,CUST300000514,吴婷,NET30,深圳,ACTIVE
300000515,100000515,CUST300000515,深圳云启材料有限公司,PREPAID,上海,ACTIVE
300000516,100000516,CUST300000516,上海远辰医疗有限公司,NET30,深圳,ACTIVE
300000517,100000517,CUST300000517,杭州明川制造制造有限公司,NET90,深圳,ACTIVE
300000518,100000518,CUST300000518,杭州华盛贸易供应链有限公司,NET60,杭州,ACTIVE
300000519,100000519,CUST300000519,上海嘉禾物流制造有限公司,NET30,苏州,ACTIVE
300000520,100000520,CUST300000520,苏州恒越物流贸易有限公司,NET60,苏州,ACTIVE
300000521,100000521,CUST300000521,上海安拓物流供应链有限公司,NET30,杭州,ACTIVE
300000522,100000522,CUST300000522,上海嘉禾制造科技有限公司,NET60,深圳,ACTIVE
300000523,100000523,CUST300000523,杭州远辰贸易有限公司,NET60,苏州,ACTIVE
300000524,100000524,CUST300000524,北京华盛物流贸易有限公司,PREPAID,北京,ACTIVE
300000525,100000525,CUST300000525,杭州智联制造制造有限公司,NET90,北京,ACTIVE
300000526,100000526,CUST300000526,上海智联材料有限公司,NET90,北京,ACTIVE
300000527,100000527,CUST300000527,北京明川制造有限公司,NET30,上海,ACTIVE
300000528,100000528,CUST300000528,苏州云启医疗科技有限公司,NET30,北京,ACTIVE
300000529,100000529,CUST300000529,北京华盛供应链贸易有限公司,NET60,深圳,ACTIVE
300000530,100000530,CUST300000530,深圳智联电子科技有限公司,NET60,苏州,ACTIVE
300000531,100000531,CUST300000531,北京嘉禾科技供应链有限公司,NET30,苏州,ACTIVE
300000532,100000532,CUST300000532,北京安拓科技制造有限公司,NET30,苏州,ACTIVE
300000533,100000533,CUST300000533,上海恒越医疗制造有限公司,PREPAID,北京,ACTIVE
300000534,100000534,CUST300000534,上海明川电子供应链有限公司,NET30,深圳,ACTIVE
300000535,100000535,CUST300000535,上海智联供应链供应链有限公司,NET60,北京,ACTIVE
300000536,100000536,CUST300000536,杭州华盛电子贸易有限公司,NET30,北京,ACTIVE
300000537,100000537,CUST300000537,杭州远辰材料科技有限公司,NET90,苏州,ACTIVE
300000538,100000538,CUST300000538,深圳云启科技供应链有限公司,NET30,北京,ACTIVE
300000539,100000539,CUST300000539,上海安拓物流有限公司,NET30,苏州,ACTIVE
300000540,100000540,CUST300000540,苏州启元材料制造有限公司,PREPAID,苏州,ACTIVE
300000541,100000541,CUST300000541,北京启元制造科技有限公司,NET30,苏州,ACTIVE
300000542,100000542,CUST300000542,上海恒越贸易供应链有限公司,NET30,北京,ACTIVE
300000543,100000543,CUST300000543,苏州安拓材料贸易有限公司,NET60,深圳,ACTIVE
300000544,100000544,CUST300000544,上海嘉禾供应链制造有限公司,NET60,杭州,ACTIVE
300000545,100000545,CUST300000545,上海安拓材料有限公司,NET60,深圳,ACTIVE
300000546,100000546,CUST300000546,杭州华盛材料有限公司,NET30,北京,ACTIVE
300000547,100000547,CUST300000547,杭州安拓科技制造有限公司,NET60,上海,ACTIVE
300000548,100000548,CUST300000548,上海安拓电子制造有限公司,PREPAID,杭州,ACTIVE
300000549,100000549,CUST300000549,苏州恒越贸易制造有限公司,PREPAID,北京,ACTIVE
300000550,100000550,CUST300000550,深圳恒越物流供应链有限公司,NET30,上海,ACTIVE
300000551,100000551,CUST300000551,北京安拓供应链制造有限公司,NET30,上海,ACTIVE
300000552,100000552,CUST300000552,杭州融信电子供应链有限公司,PREPAID,上海,ACTIVE
300000553,100000553,CUST300000553,杭州启元医疗贸易有限公司,PREPAID,深圳,ACTIVE
300000554,100000554,CUST300000554,北京启元贸易有限公司,NET90,上海,ACTIVE
300000555,100000555,CUST300000555,深圳远辰贸易供应链有限公司,NET30,北京,ACTIVE
300000556,100000556,CUST300000556,杭州华盛贸易贸易有限公司,PREPAID,杭州,ACTIVE
300000557,100000557,CUST300000557,杭州恒越科技科技有限公司,NET30,北京,ACTIVE
300000558,100000558,CUST300000558,上海融信电子科技有限公司,NET30,深圳,ACTIVE
300000559,100000559,CUST300000559,苏州明川物流制造有限公司,NET30,深圳,ACTIVE
300000560,100000560,CUST300000560,杭州启元贸易贸易有限公司,PREPAID,杭州,ACTIVE
300000561,100000561,CUST300000561,深圳云启贸易有限公司,NET30,深圳,ACTIVE
300000562,100000562,CUST300000562,上海安拓制造贸易有限公司,NET30,深圳,ACTIVE
300000563,100000563,CUST300000563,深圳智联医疗贸易有限公司,NET30,杭州,ACTIVE
300000564,100000564,CUST300000564,杭州云启制造有限公司,NET30,杭州,ACTIVE
300000565,100000565,CUST300000565,苏州远辰医疗制造有限公司,NET30,北京,ACTIVE
300000566,100000566,CUST300000566,苏州远辰贸易制造有限公司,NET30,上海,ACTIVE
300000567,100000567,CUST300000567,苏州融信供应链贸易有限公司,PREPAID,杭州,ACTIVE
300000568,100000568,CUST300000568,北京恒越制造制造有限公司,NET30,苏州,ACTIVE
300000569,100000569,CUST300000569,苏州明川供应链制造有限公司,NET60,北京,ACTIVE
300000570,100000570,CUST300000570,上海华盛材料科技有限公司,NET90,苏州,ACTIVE
300000571,100000571,CUST300000571,北京智联物流有限公司,NET30,苏州,ACTIVE
300000572,100000572,CUST300000572,北京融信物流贸易有限公司,NET30,北京,ACTIVE
300000573,100000573,CUST300000573,上海融信科技供应链有限公司,PREPAID,北京,ACTIVE
300000574,100000574,CUST300000574,杭州启元材料有限公司,NET90,苏州,ACTIVE
300000575,100000575,CUST300000575,苏州明川电子供应链有限公司,NET90,北京,ACTIVE
300000576,100000576,CUST300000576,上海启元制造供应链有限公司,NET60,深圳,ACTIVE
300000577,100000577,CUST300000577,深圳恒越供应链供应链有限公司,PREPAID,杭州,ACTIVE
300000578,100000578,CUST300000578,北京智联供应链供应链有限公司,NET30,上海,ACTIVE
300000579,100000579,CUST300000579,杭州融信制造有限公司,NET30,上海,ACTIVE
300000580,100000580,CUST300000580,胡凯,NET60,北京,ACTIVE
300000581,100000581,CUST300000581,苏州恒越供应链贸易有限公司,NET60,上海,ACTIVE
300000582,100000582,CUST300000582,杭州远辰科技供应链有限公司,NET60,苏州,ACTIVE
300000583,100000583,CUST300000583,杭州启元物流科技有限公司,NET60,深圳,ACTIVE
300000584,100000584,CUST300000584,孙娜,PREPAID,上海,ACTIVE
300000585,100000585,CUST300000585,深圳启元医疗有限公司,PREPAID,杭州,ACTIVE
300000586,100000586,CUST300000586,北京云启贸易有限公司,NET30,北京,ACTIVE
300000587,100000587,CUST300000587,北京云启材料有限公司,NET30,北京,ACTIVE
300000588,100000588,CUST300000588,深圳启元物流科技有限公司,NET30,上海,ACTIVE
300000589,100000589,CUST300000589,深圳云启物流科技有限公司,PREPAID,深圳,ACTIVE
300000590,100000590,CUST300000590,苏州嘉禾医疗供应链有限公司,NET60,北京,ACTIVE
300000591,100000591,CUST300000591,北京明川制造贸易有限公司,NET30,苏州,ACTIVE
300000592,100000592,CUST300000592,深圳明川供应链有限公司,NET60,杭州,ACTIVE
300000593,100000593,CUST300000593,苏州远辰贸易供应链有限公司,NET60,深圳,ACTIVE
300000594,100000594,CUST300000594,杭州融信贸易有限公司,PREPAID,深圳,ACTIVE
300000595,100000595,CUST300000595,杭州云启电子有限公司,NET60,北京,ACTIVE
300000596,100000596,CUST300000596,杭州智联医疗科技有限公司,NET30,深圳,ACTIVE
300000597,100000597,CUST300000597,北京安拓贸易制造有限公司,NET60,北京,ACTIVE
300000598,100000598,CUST300000598,苏州华盛物流有限公司,NET30,苏州,ACTIVE
300000599,100000599,CUST300000599,杭州远辰物流制造有限公司,NET30,杭州,ACTIVE
300000600,100000600,CUST300000600,杭州启元电子制造有限公司,NET30,苏州,ACTIVE
300000601,100000601,CUST300000601,苏州嘉禾电子科技有限公司,PREPAID,深圳,ACTIVE
300000602,100000602,CUST300000602,苏州明川贸易有限公司,NET60,上海,ACTIVE
300000603,100000603,CUST300000603,苏州启元供应链贸易有限公司,PREPAID,上海,ACTIVE
300000604,100000604,CUST300000604,上海云启科技制造有限公司,NET30,北京,ACTIVE
300000605,100000605,CUST300000605,北京明川贸易贸易有限公司,PREPAID,深圳,ACTIVE
300000606,100000606,CUST300000606,北京恒越电子贸易有限公司,NET30,杭州,ACTIVE
300000607,100000607,CUST300000607,杭州安拓医疗贸易有限公司,NET60,深圳,ACTIVE
300000608,100000608,CUST300000608,上海启元物流贸易有限公司,NET90,杭州,ACTIVE
300000609,100000609,CUST300000609,北京云启电子制造有限公司,NET30,苏州,ACTIVE
300000610,100000610,CUST300000610,北京恒越物流供应链有限公司,NET30,北京,ACTIVE
300000611,100000611,CUST300000611,杭州嘉禾电子有限公司,NET30,杭州,ACTIVE
300000612,100000612,CUST300000612,深圳恒越材料贸易有限公司,NET60,杭州,ACTIVE
300000613,100000613,CUST300000613,杭州恒越材料有限公司,NET60,苏州,ACTIVE
300000614,100000614,CUST300000614,杭州华盛供应链科技有限公司,NET60,北京,ACTIVE
300000615,100000615,CUST300000615,苏州云启材料科技有限公司,PREPAID,深圳,ACTIVE
300000616,100000616,CUST300000616,深圳嘉禾医疗科技有限公司,NET30,北京,ACTIVE
300000617,100000617,CUST300000617,苏州安拓医疗科技有限公司,NET30,北京,ACTIVE
300000618,100000618,CUST300000618,深圳启元贸易贸易有限公司,NET60,深圳,ACTIVE
300000619,100000619,CUST300000619,深圳安拓物流贸易有限公司,NET90,北京,ACTIVE
300000620,100000620,CUST300000620,深圳嘉禾供应链科技有限公司,NET30,杭州,ACTIVE
300000621,100000621,CUST300000621,深圳恒越电子贸易有限公司,NET60,上海,ACTIVE
300000622,100000622,CUST300000622,苏州智联电子制造有限公司,NET90,北京,ACTIVE
300000623,100000623,CUST300000623,杭州华盛医疗科技有限公司,PREPAID,苏州,ACTIVE
300000624,100000624,CUST300000624,深圳云启科技贸易有限公司,NET30,深圳,ACTIVE
300000625,100000625,CUST300000625,深圳明川医疗科技有限公司,PREPAID,杭州,ACTIVE
300000626,100000626,CUST300000626,北京智联科技有限公司,NET30,北京,ACTIVE
300000627,100000627,CUST300000627,深圳华盛物流贸易有限公司,NET60,北京,ACTIVE
300000628,100000628,CUST300000628,苏州安拓贸易制造有限公司,NET60,北京,ACTIVE
300000629,100000629,CUST300000629,上海远辰制造科技有限公司,PREPAID,北京,ACTIVE
300000630,100000630,CUST300000630,北京融信物流科技有限公司,PREPAID,北京,ACTIVE
300000631,100000631,CUST300000631,杭州融信电子科技有限公司,NET30,深圳,ACTIVE
300000632,100000632,CUST300000632,上海华盛材料贸易有限公司,NET60,北京,ACTIVE
