party_id,party_name,party_type,tax_reference,industry_code,customer_size,risk_level,province,city,status
100000219,北京恒越制造科技有限公司,ORGANIZATION,9144724487378307,供应链,SMALL,LOW,上海市,上海市,ACTIVE
100000220,马娜,ORGANIZATION,9144795833812245,物流,SMALL,HIGH,江苏省,苏州市,ACTIVE
100000221,北京安拓电子科技有限公司,ORGANIZATION,9144701507210982,物流,LARGE,LOW,北京市,北京市,ACTIVE
100000222,上海嘉禾供应链科技有限公司,ORGANIZATION,9144307654401085,贸易,LARGE,LOW,北京市,北京市,ACTIVE
100000223,北京云启供应链科技有限公司,ORGANIZATION,9144262894063686,医疗,SMALL,LOW,浙江省,杭州市,ACTIVE
100000224,上海启元材料贸易有限公司,ORGANIZATION,9144285780770380,科技,LARGE,MEDIUM,浙江省,杭州市,ACTIVE
100000225,苏州明川科技制造有限公司,ORGANIZATION,9144756557789588,电子,MEDIUM,MEDIUM,北京市,北京市,ACTIVE
100000226,北京远辰科技制造有限公司,ORGANIZATION,9144997647957827,科技,LARGE,LOW,江苏省,苏州市,ACTIVE
100000227,杭州智联供应链贸易有限公司,ORGANIZATION,9144736250341471,供应链,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000228,上海远辰贸易有限公司,ORGANIZATION,9144555150122724,物流,LARGE,LOW,广东省,深圳市,ACTIVE
100000229,上海华盛供应链贸易有限公司,ORGANIZATION,9144765059099638,材料,LARGE,LOW,广东省,深圳市,ACTIVE
100000230,北京嘉禾供应链科技有限公司,ORGANIZATION,9144569211363784,物流,SMALL,LOW,北京市,北京市,ACTIVE
100000231,北京安拓科技科技有限公司,ORGANIZATION,9144418642980922,材料,KEY,LOW,北京市,北京市,ACTIVE
100000232,北京安拓电子贸易有限公司,ORGANIZATION,9144598984483970,供应链,KEY,LOW,上海市,上海市,ACTIVE
100000233,北京融信制造供应链有限公司,ORGANIZATION,9144262645337177,制造,SMALL,LOW,广东省,深圳市,ACTIVE
100000234,吴伟颖,ORGANIZATION,9144548625390737,材料,SMALL,LOW,广东省,深圳市,ACTIVE
100000235,陈磊,ORGANIZATION,9144297541588428,制造,LARGE,LOW,广东省,深圳市,ACTIVE
100000236,深圳明川医疗制造有限公司,ORGANIZATION,9144233721855946,医疗,LARGE,LOW,北京市,北京市,ACTIVE
100000237,北京华盛医疗供应链有限公司,ORGANIZATION,9144901096036467,材料,KEY,LOW,江苏省,苏州市,ACTIVE
100000238,杭州华盛物流供应链有限公司,ORGANIZATION,9144968676108707,电子,LARGE,LOW,江苏省,苏州市,ACTIVE
100000239,深圳远辰供应链制造有限公司,ORGANIZATION,9144692126629841,贸易,KEY,MEDIUM,北京市,北京市,ACTIVE
100000240,杭州华盛贸易制造有限公司,ORGANIZATION,9144727778058729,物流,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000241,苏州嘉禾医疗科技有限公司,ORGANIZATION,9144269651441446,供应链,LARGE,LOW,广东省,深圳市,ACTIVE
100000242,杭州嘉禾科技供应链有限公司,ORGANIZATION,9144465446208280,材料,SMALL,LOW,上海市,上海市,ACTIVE
100000243,苏州融信贸易供应链有限公司,ORGANIZATION,9144213877023429,供应链,LARGE,LOW,江苏省,苏州市,ACTIVE
100000244,苏州融信材料有限公司,ORGANIZATION,9144294956797994,材料,LARGE,LOW,北京市,北京市,ACTIVE
100000245,苏州安拓材料科技有限公司,ORGANIZATION,9144834084061016,贸易,LARGE,HIGH,浙江省,杭州市,ACTIVE
100000246,上海华盛制造贸易有限公司,ORGANIZATION,9144553507898711,供应链,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000247,苏州融信供应链科技有限公司,ORGANIZATION,9144205463298641,材料,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000248,深圳明川供应链科技有限公司,ORGANIZATION,9144592108468285,供应链,MEDIUM,MEDIUM,广东省,深圳市,ACTIVE
100000249,上海云启物流科技有限公司,ORGANIZATION,9144412936676630,科技,MEDIUM,MEDIUM,广东省,深圳市,ACTIVE
100000250,北京远辰供应链贸易有限公司,ORGANIZATION,9144808977750534,科技,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000251,上海智联制造供应链有限公司,ORGANIZATION,9144731392104090,材料,MEDIUM,LOW,上海市,上海市,ACTIVE
100000252,苏州明川材料有限公司,ORGANIZATION,9144616449335951,电子,LARGE,LOW,上海市,上海市,ACTIVE
100000253,北京恒越医疗制造有限公司,ORGANIZATION,9144622393865966,制造,SMALL,LOW,上海市,上海市,ACTIVE
100000254,上海启元医疗制造有限公司,ORGANIZATION,9144505645286582,制造,LARGE,LOW,广东省,深圳市,ACTIVE
100000255,上海远辰材料供应链有限公司,ORGANIZATION,9144157316663804,医疗,SMALL,MEDIUM,浙江省,杭州市,ACTIVE
100000256,北京安拓医疗科技有限公司,ORGANIZATION,9144849601730593,科技,SMALL,LOW,北京市,北京市,ACTIVE
100000257,苏州明川医疗贸易有限公司,ORGANIZATION,9144702640905116,科技,SMALL,LOW,浙江省,杭州市,ACTIVE
100000258,深圳云启电子有限公司,ORGANIZATION,9144823169234927,制造,SMALL,HIGH,浙江省,杭州市,ACTIVE
100000259,苏州启元制造有限公司,ORGANIZATION,9144174906698550,材料,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000260,苏州明川科技有限公司,ORGANIZATION,9144830306943107,物流,LARGE,LOW,江苏省,苏州市,ACTIVE
100000261,深圳融信供应链有限公司,ORGANIZATION,9144812787721079,电子,LARGE,LOW,北京市,北京市,ACTIVE
100000262,杭州启元物流有限公司,ORGANIZATION,9144139255756066,供应链,SMALL,LOW,江苏省,苏州市,ACTIVE
100000263,北京云启科技制造有限公司,ORGANIZATION,9144692165417868,制造,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000264,杭州云启制造有限公司,ORGANIZATION,9144754970244042,供应链,SMALL,HIGH,广东省,深圳市,ACTIVE
100000265,苏州嘉禾科技贸易有限公司,ORGANIZATION,9144707179214581,制造,KEY,LOW,广东省,深圳市,ACTIVE
100000266,深圳远辰电子贸易有限公司,ORGANIZATION,9144672394370664,材料,KEY,MEDIUM,北京市,北京市,ACTIVE
100000267,苏州恒越物流有限公司,ORGANIZATION,9144607747924749,供应链,LARGE,LOW,浙江省,杭州市,ACTIVE
100000268,苏州启元供应链供应链有限公司,ORGANIZATION,9144963967227229,科技,KEY,LOW,上海市,上海市,ACTIVE
100000269,深圳恒越供应链有限公司,ORGANIZATION,9144157915090149,物流,MEDIUM,LOW,北京市,北京市,ACTIVE
100000270,杭州恒越制造有限公司,ORGANIZATION,9144933958959473,贸易,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000271,深圳智联材料科技有限公司,ORGANIZATION,9144578147095243,供应链,MEDIUM,LOW,北京市,北京市,ACTIVE
100000272,马颖,ORGANIZATION,9144549819596939,供应链,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000273,深圳安拓材料科技有限公司,ORGANIZATION,9144790890082688,电子,KEY,MEDIUM,北京市,北京市,ACTIVE
100000274,杭州明川贸易有限公司,ORGANIZATION,9144501002074637,制造,SMALL,LOW,江苏省,苏州市,ACTIVE
100000275,杭州嘉禾贸易制造有限公司,ORGANIZATION,9144634519033662,电子,KEY,MEDIUM,上海市,上海市,ACTIVE
100000276,北京明川电子供应链有限公司,ORGANIZATION,9144265340472930,供应链,SMALL,MEDIUM,江苏省,苏州市,ACTIVE
100000277,深圳云启供应链贸易有限公司,ORGANIZATION,9144832692890326,材料,KEY,LOW,北京市,北京市,ACTIVE
100000278,深圳远辰贸易制造有限公司,ORGANIZATION,9144880993982661,制造,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000279,苏州恒越制造制造有限公司,ORGANIZATION,9144268879050103,科技,LARGE,LOW,浙江省,杭州市,ACTIVE
100000280,深圳安拓科技科技有限公司,ORGANIZATION,9144200319241418,贸易,SMALL,LOW,广东省,深圳市,ACTIVE
100000281,深圳融信物流科技有限公司,ORGANIZATION,9144505563627711,物流,LARGE,LOW,上海市,上海市,ACTIVE
100000282,北京安拓医疗科技有限公司,ORGANIZATION,9144328250192711,医疗,KEY,MEDIUM,北京市,北京市,ACTIVE
100000283,苏州智联制造贸易有限公司,ORGANIZATION,9144145056722174,医疗,LARGE,LOW,上海市,上海市,ACTIVE
100000284,苏州智联制造供应链有限公司,ORGANIZATION,9144498339170983,材料,KEY,HIGH,浙江省,杭州市,ACTIVE
100000285,杭州华盛科技科技有限公司,ORGANIZATION,9144153068548592,医疗,LARGE,LOW,浙江省,杭州市,ACTIVE
100000286,苏州启元医疗制造有限公司,ORGANIZATION,9144635920898920,物流,LARGE,LOW,上海市,上海市,ACTIVE
100000287,上海融信电子供应链有限公司,ORGANIZATION,9144498105031418,制造,KEY,LOW,广东省,深圳市,ACTIVE
100000288,杭州嘉禾医疗科技有限公司,ORGANIZATION,9144144801866762,供应链,SMALL,LOW,广东省,深圳市,ACTIVE
100000289,深圳明川电子贸易有限公司,ORGANIZATION,9144739730188719,贸易,LARGE,LOW,浙江省,杭州市,ACTIVE
100000290,杭州启元制造贸易有限公司,ORGANIZATION,9144298029450859,贸易,KEY,LOW,广东省,深圳市,ACTIVE
100000291,苏州启元科技有限公司,ORGANIZATION,9144346719911810,物流,LARGE,LOW,广东省,深圳市,ACTIVE
100000292,北京明川物流供应链有限公司,ORGANIZATION,9144169444137436,贸易,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000293,北京恒越材料贸易有限公司,ORGANIZATION,9144637947616744,材料,MEDIUM,HIGH,北京市,北京市,ACTIVE
100000294,北京华盛贸易科技有限公司,ORGANIZATION,9144321044880629,医疗,KEY,LOW,上海市,上海市,ACTIVE
100000295,深圳智联材料制造有限公司,ORGANIZATION,9144434059904005,制造,KEY,MEDIUM,北京市,北京市,ACTIVE
100000296,上海安拓材料贸易有限公司,ORGANIZATION,9144489452549560,医疗,LARGE,MEDIUM,上海市,上海市,ACTIVE
100000297,苏州智联电子供应链有限公司,ORGANIZATION,9144442085910936,电子,SMALL,LOW,江苏省,苏州市,ACTIVE
100000298,北京启元科技供应链有限公司,ORGANIZATION,9144841701613051,供应链,LARGE,LOW,江苏省,苏州市,ACTIVE
100000299,深圳融信供应链制造有限公司,ORGANIZATION,9144205562536201,贸易,LARGE,LOW,江苏省,苏州市,ACTIVE
100000300,苏州智联贸易科技有限公司,ORGANIZATION,9144787274668013,制造,KEY,LOW,江苏省,苏州市,ACTIVE
100000301,深圳融信供应链制造有限公司,ORGANIZATION,9144796061416076,供应链,KEY,LOW,浙江省,杭州市,ACTIVE
100000302,杭州启元材料供应链有限公司,ORGANIZATION,9144968693199780,医疗,MEDIUM,LOW,北京市,北京市,ACTIVE
100000303,深圳智联贸易有限公司,ORGANIZATION,9144377133882067,材料,SMALL,LOW,浙江省,杭州市,ACTIVE
100000304,杭州远辰电子科技有限公司,ORGANIZATION,9144870408491630,电子,LARGE,LOW,江苏省,苏州市,ACTIVE
100000305,李磊,ORGANIZATION,9144855107865250,电子,MEDIUM,MEDIUM,浙江省,杭州市,ACTIVE
100000306,杭州启元供应链科技有限公司,ORGANIZATION,9144617507875972,物流,LARGE,HIGH,江苏省,苏州市,ACTIVE
100000307,北京云启科技科技有限公司,ORGANIZATION,9144220612268267,制造,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000308,杭州启元制造贸易有限公司,ORGANIZATION,9144347262944672,科技,SMALL,MEDIUM,江苏省,苏州市,ACTIVE
100000309,朱倩娜,ORGANIZATION,9144644059012401,电子,MEDIUM,HIGH,浙江省,杭州市,ACTIVE
100000310,苏州嘉禾物流科技有限公司,ORGANIZATION,9144504793443353,材料,SMALL,LOW,浙江省,杭州市,ACTIVE
100000311,苏州明川电子贸易有限公司,ORGANIZATION,9144879958467739,科技,SMALL,LOW,江苏省,苏州市,ACTIVE
100000312,杨婷颖,ORGANIZATION,9144225672486885,贸易,SMALL,HIGH,北京市,北京市,ACTIVE
100000313,苏州融信贸易供应链有限公司,ORGANIZATION,9144584464666738,科技,MEDIUM,MEDIUM,江苏省,苏州市,ACTIVE
100000314,北京云启材料制造有限公司,ORGANIZATION,9144233779872025,贸易,SMALL,HIGH,上海市,上海市,ACTIVE
100000315,深圳融信制造供应链有限公司,ORGANIZATION,9144851539108972,电子,KEY,HIGH,浙江省,杭州市,ACTIVE
100000316,苏州华盛科技制造有限公司,ORGANIZATION,9144980677384338,医疗,LARGE,HIGH,上海市,上海市,ACTIVE
100000317,北京明川科技科技有限公司,ORGANIZATION,9144764366852710,制造,LARGE,LOW,北京市,北京市,ACTIVE
100000318,深圳智联贸易贸易有限公司,ORGANIZATION,9144854400743200,制造,KEY,LOW,北京市,北京市,ACTIVE
100000319,杭州启元供应链贸易有限公司,ORGANIZATION,9144552796555760,电子,KEY,LOW,上海市,上海市,ACTIVE
100000320,北京远辰制造供应链有限公司,ORGANIZATION,9144596799983255,医疗,LARGE,LOW,北京市,北京市,ACTIVE
100000321,深圳智联电子有限公司,ORGANIZATION,9144432802938990,贸易,KEY,LOW,北京市,北京市,ACTIVE
100000322,杭州安拓制造科技有限公司,ORGANIZATION,9144123286793968,电子,MEDIUM,LOW,上海市,上海市,ACTIVE
100000323,上海智联科技制造有限公司,ORGANIZATION,9144422118365494,科技,KEY,LOW,北京市,北京市,ACTIVE
100000324,苏州融信电子制造有限公司,ORGANIZATION,9144579737171571,科技,MEDIUM,MEDIUM,北京市,北京市,ACTIVE
100000325,北京远辰医疗供应链有限公司,ORGANIZATION,9144830514631690,材料,MEDIUM,HIGH,江苏省,苏州市,ACTIVE
100000326,深圳云启贸易制造有限公司,ORGANIZATION,9144351760515736,电子,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000327,深圳云启材料供应链有限公司,ORGANIZATION,9144792207193043,电子,MEDIUM,HIGH,广东省,深圳市,ACTIVE
100000328,苏州远辰电子科技有限公司,ORGANIZATION,9144286852649850,电子,LARGE,LOW,北京市,北京市,ACTIVE
100000329,杭州智联物流供应链有限公司,ORGANIZATION,9144886021744566,电子,SMALL,MEDIUM,上海市,上海市,ACTIVE
100000330,深圳融信医疗供应链有限公司,ORGANIZATION,9144772281746428,制造,KEY,LOW,上海市,上海市,ACTIVE
100000331,苏州明川科技贸易有限公司,ORGANIZATION,9144475901275250,制造,SMALL,LOW,浙江省,杭州市,ACTIVE
100000332,苏州启元贸易有限公司,ORGANIZATION,9144361919778289,供应链,LARGE,LOW,广东省,深圳市,ACTIVE
100000333,杭州恒越材料有限公司,ORGANIZATION,9144590548763718,电子,LARGE,LOW,北京市,北京市,ACTIVE
100000334,北京智联制造科技有限公司,ORGANIZATION,9144334910962954,材料,KEY,LOW,北京市,北京市,ACTIVE
100000335,苏州云启制造有限公司,ORGANIZATION,9144747611457541,物流,SMALL,LOW,江苏省,苏州市,ACTIVE
100000336,北京安拓医疗贸易有限公司,ORGANIZATION,9144253596410985,材料,KEY,LOW,江苏省,苏州市,ACTIVE
100000337,苏州融信科技供应链有限公司,ORGANIZATION,9144811079270988,电子,SMALL,MEDIUM,广东省,深圳市,ACTIVE
100000338,深圳明川制造有限公司,ORGANIZATION,9144745970803081,科技,KEY,LOW,浙江省,杭州市,ACTIVE
100000339,深圳明川制造制造有限公司,ORGANIZATION,9144298965608540,科技,SMALL,LOW,江苏省,苏州市,ACTIVE
100000340,杭州华盛供应链供应链有限公司,ORGANIZATION,9144170467856846,材料,SMALL,LOW,上海市,上海市,ACTIVE
100000341,杭州启元物流供应链有限公司,ORGANIZATION,9144567947908034,材料,SMALL,LOW,上海市,上海市,ACTIVE
100000342,苏州智联贸易科技有限公司,ORGANIZATION,9144195780512407,物流,SMALL,LOW,上海市,上海市,ACTIVE
100000343,苏州启元材料制造有限公司,ORGANIZATION,9144249000339982,科技,KEY,LOW,江苏省,苏州市,ACTIVE
100000344,北京明川贸易供应链有限公司,ORGANIZATION,9144607341997644,贸易,MEDIUM,MEDIUM,江苏省,苏州市,ACTIVE
100000345,杭州嘉禾材料制造有限公司,ORGANIZATION,9144723961456591,材料,MEDIUM,LOW,北京市,北京市,ACTIVE
100000346,杭州启元供应链贸易有限公司,ORGANIZATION,9144848410597227,材料,SMALL,MEDIUM,江苏省,苏州市,ACTIVE
100000347,上海安拓材料制造有限公司,ORGANIZATION,9144105653216216,物流,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000348,杭州远辰贸易制造有限公司,ORGANIZATION,9144371658440141,电子,KEY,LOW,广东省,深圳市,ACTIVE
100000349,深圳安拓电子有限公司,ORGANIZATION,9144164972271515,材料,SMALL,HIGH,广东省,深圳市,ACTIVE
100000350,上海智联供应链贸易有限公司,ORGANIZATION,9144781268617440,电子,LARGE,MEDIUM,上海市,上海市,ACTIVE
100000351,深圳华盛供应链贸易有限公司,ORGANIZATION,9144367086507315,制造,SMALL,LOW,上海市,上海市,ACTIVE
100000352,苏州华盛贸易制造有限公司,ORGANIZATION,9144564091004486,贸易,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000353,苏州华盛贸易贸易有限公司,ORGANIZATION,9144103951170613,供应链,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000354,深圳恒越科技有限公司,ORGANIZATION,9144941438676992,贸易,SMALL,LOW,上海市,上海市,ACTIVE
100000355,杭州远辰供应链有限公司,ORGANIZATION,9144469843795732,供应链,LARGE,LOW,江苏省,苏州市,ACTIVE
100000356,深圳明川制造科技有限公司,ORGANIZATION,9144799980805721,供应链,SMALL,MEDIUM,浙江省,杭州市,ACTIVE
100000357,苏州远辰材料科技有限公司,ORGANIZATION,9144510208712312,材料,KEY,MEDIUM,北京市,北京市,ACTIVE
100000358,上海云启供应链科技有限公司,ORGANIZATION,9144511640109290,医疗,SMALL,MEDIUM,北京市,北京市,ACTIVE
100000359,北京安拓材料供应链有限公司,ORGANIZATION,9144809810453994,电子,LARGE,LOW,北京市,北京市,ACTIVE
100000360,苏州云启供应链制造有限公司,ORGANIZATION,9144307337246497,制造,LARGE,LOW,江苏省,苏州市,ACTIVE
100000361,上海远辰物流科技有限公司,ORGANIZATION,9144892287198257,材料,LARGE,LOW,浙江省,杭州市,ACTIVE
100000362,陈琳,ORGANIZATION,9144545614136320,医疗,LARGE,LOW,广东省,深圳市,ACTIVE
100000363,上海华盛物流供应链有限公司,ORGANIZATION,9144598052731909,医疗,SMALL,LOW,北京市,北京市,ACTIVE
100000364,北京启元供应链科技有限公司,ORGANIZATION,9144554879180784,物流,MEDIUM,LOW,上海市,上海市,ACTIVE
100000365,杭州启元物流供应链有限公司,ORGANIZATION,9144105161273951,制造,KEY,LOW,上海市,上海市,ACTIVE
100000366,上海云启电子制造有限公司,ORGANIZATION,9144294343554232,物流,KEY,LOW,北京市,北京市,ACTIVE
100000367,杭州启元医疗有限公司,ORGANIZATION,9144214913554540,贸易,KEY,LOW,浙江省,杭州市,ACTIVE
100000368,北京嘉禾物流有限公司,ORGANIZATION,9144174995957265,电子,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000369,杭州启元电子贸易有限公司,ORGANIZATION,9144336987448760,科技,MEDIUM,MEDIUM,浙江省,杭州市,ACTIVE
100000370,深圳智联供应链科技有限公司,ORGANIZATION,9144313977532212,电子,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000371,杭州华盛供应链贸易有限公司,ORGANIZATION,9144538151065407,贸易,SMALL,LOW,北京市,北京市,ACTIVE
100000372,北京启元材料有限公司,ORGANIZATION,9144528192414043,制造,LARGE,MEDIUM,上海市,上海市,ACTIVE
100000373,上海嘉禾科技科技有限公司,ORGANIZATION,9144164765485360,制造,LARGE,LOW,广东省,深圳市,ACTIVE
100000374,苏州远辰医疗制造有限公司,ORGANIZATION,9144906796441819,贸易,LARGE,LOW,广东省,深圳市,ACTIVE
100000375,北京融信贸易科技有限公司,ORGANIZATION,9144327368157794,制造,SMALL,LOW,广东省,深圳市,ACTIVE
100000376,杭州智联制造贸易有限公司,ORGANIZATION,9144631636587790,电子,LARGE,LOW,江苏省,苏州市,ACTIVE
100000377,北京云启物流供应链有限公司,ORGANIZATION,9144436998815994,材料,LARGE,MEDIUM,江苏省,苏州市,ACTIVE
100000378,孙颖斌,ORGANIZATION,9144142455749943,电子,KEY,HIGH,江苏省,苏州市,ACTIVE
100000379,北京恒越科技供应链有限公司,ORGANIZATION,9144132969996924,制造,LARGE,HIGH,浙江省,杭州市,ACTIVE
100000380,张艳琳,ORGANIZATION,9144433683898239,物流,LARGE,HIGH,广东省,深圳市,ACTIVE
100000381,杭州智联医疗有限公司,ORGANIZATION,9144819049862591,医疗,KEY,HIGH,北京市,北京市,ACTIVE
100000382,杭州远辰供应链有限公司,ORGANIZATION,9144283122088121,电子,LARGE,MEDIUM,浙江省,杭州市,ACTIVE
100000383,吴伟,ORGANIZATION,9144937355662558,医疗,KEY,MEDIUM,广东省,深圳市,ACTIVE
100000384,苏州智联物流贸易有限公司,ORGANIZATION,9144126366215954,电子,LARGE,LOW,江苏省,苏州市,ACTIVE
100000385,苏州云启贸易有限公司,ORGANIZATION,9144974509425160,电子,LARGE,HIGH,江苏省,苏州市,ACTIVE
100000386,上海云启制造供应链有限公司,ORGANIZATION,9144364315156048,供应链,MEDIUM,MEDIUM,江苏省,苏州市,ACTIVE
100000387,杭州启元材料有限公司,ORGANIZATION,9144944287371277,电子,LARGE,LOW,上海市,上海市,ACTIVE
100000388,深圳启元电子有限公司,ORGANIZATION,9144909931690622,科技,LARGE,LOW,上海市,上海市,ACTIVE
100000389,上海华盛供应链有限公司,ORGANIZATION,9144601136702172,制造,LARGE,LOW,上海市,上海市,ACTIVE
100000390,上海安拓供应链供应链有限公司,ORGANIZATION,9144348293857484,科技,MEDIUM,LOW,北京市,北京市,ACTIVE
100000391,北京恒越物流供应链有限公司,ORGANIZATION,9144452749532440,科技,LARGE,LOW,江苏省,苏州市,ACTIVE
100000392,杭州云启贸易贸易有限公司,ORGANIZATION,9144295308809199,科技,SMALL,LOW,浙江省,杭州市,ACTIVE
100000393,北京安拓医疗贸易有限公司,ORGANIZATION,9144792671778532,材料,LARGE,HIGH,北京市,北京市,ACTIVE
100000394,深圳华盛制造供应链有限公司,ORGANIZATION,9144975581526932,制造,KEY,LOW,北京市,北京市,ACTIVE
100000395,上海融信电子科技有限公司,ORGANIZATION,9144237607072080,供应链,MEDIUM,HIGH,广东省,深圳市,ACTIVE
100000396,深圳嘉禾医疗有限公司,ORGANIZATION,9144767232262429,供应链,SMALL,HIGH,上海市,上海市,ACTIVE
100000397,杭州华盛贸易制造有限公司,ORGANIZATION,9144279974848992,物流,KEY,LOW,上海市,上海市,ACTIVE
100000398,杭州恒越制造供应链有限公司,ORGANIZATION,9144684650796321,电子,KEY,MEDIUM,江苏省,苏州市,ACTIVE
100000399,深圳智联供应链供应链有限公司,ORGANIZATION,9144484523955748,医疗,LARGE,HIGH,广东省,深圳市,ACTIVE
100000400,北京安拓制造制造有限公司,ORGANIZATION,9144395216391191,科技,LARGE,LOW,上海市,上海市,ACTIVE
100000401,苏州智联供应链制造有限公司,ORGANIZATION,9144181945720605,供应链,SMALL,LOW,广东省,深圳市,ACTIVE
100000402,北京融信制造供应链有限公司,ORGANIZATION,9144919614610972,科技,KEY,LOW,上海市,上海市,ACTIVE
100000403,上海嘉禾制造有限公司,ORGANIZATION,9144508754116182,电子,LARGE,LOW,浙江省,杭州市,ACTIVE
100000404,上海智联供应链制造有限公司,ORGANIZATION,9144105822876443,材料,LARGE,HIGH,上海市,上海市,ACTIVE
100000405,深圳融信制造供应链有限公司,ORGANIZATION,9144509719946359,医疗,LARGE,LOW,北京市,北京市,ACTIVE
100000406,苏州智联科技制造有限公司,ORGANIZATION,9144463972382048,科技,MEDIUM,MEDIUM,浙江省,杭州市,ACTIVE
100000407,北京融信物流科技有限公司,ORGANIZATION,9144360637675148,科技,LARGE,LOW,广东省,深圳市,ACTIVE
100000408,杭州融信制造科技有限公司,ORGANIZATION,9144962027685636,电子,MEDIUM,LOW,广东省,深圳市,ACTIVE
100000409,北京云启供应链有限公司,ORGANIZATION,9144625815991976,科技,KEY,MEDIUM,北京市,北京市,ACTIVE
100000410,深圳远辰科技有限公司,ORGANIZATION,9144375671788710,材料,LARGE,LOW,江苏省,苏州市,ACTIVE
100000411,苏州华盛贸易科技有限公司,ORGANIZATION,9144231433881076,科技,MEDIUM,LOW,浙江省,杭州市,ACTIVE
100000412,杭州融信制造有限公司,ORGANIZATION,9144503275580720,材料,SMALL,LOW,北京市,北京市,ACTIVE
100000413,杭州启元科技贸易有限公司,ORGANIZATION,9144581747232484,物流,KEY,LOW,浙江省,杭州市,ACTIVE
100000414,上海安拓医疗制造有限公司,ORGANIZATION,9144359989685399,医疗,SMALL,MEDIUM,江苏省,苏州市,ACTIVE
100000415,深圳恒越贸易制造有限公司,ORGANIZATION,9144996041655133,科技,LARGE,LOW,上海市,上海市,ACTIVE
100000416,北京启元供应链供应链有限公司,ORGANIZATION,9144505590527430,制造,KEY,LOW,江苏省,苏州市,ACTIVE
100000417,深圳启元制造科技有限公司,ORGANIZATION,9144812574291975,物流,SMALL,MEDIUM,上海市,上海市,ACTIVE
100000418,深圳远辰供应链有限公司,ORGANIZATION,9144472881567456,电子,MEDIUM,LOW,上海市,上海市,ACTIVE
100000419,苏州融信电子有限公司,ORGANIZATION,9144126733219705,供应链,KEY,MEDIUM,广东省,深圳市,ACTIVE
100000420,深圳嘉禾电子制造有限公司,ORGANIZATION,9144568916230541,贸易,MEDIUM,LOW,上海市,上海市,ACTIVE
100000421,苏州明川科技科技有限公司,ORGANIZATION,9144220548194158,物流,LARGE,MEDIUM,浙江省,杭州市,ACTIVE
100000422,北京华盛贸易科技有限公司,ORGANIZATION,9144690697479837,供应链,KEY,MEDIUM,浙江省,杭州市,ACTIVE
100000423,深圳恒越材料科技有限公司,ORGANIZATION,9144256596175741,物流,MEDIUM,HIGH,广东省,深圳市,ACTIVE
100000424,北京恒越科技有限公司,ORGANIZATION,9144182656842364,科技,KEY,LOW,广东省,深圳市,ACTIVE
100000425,北京云启医疗有限公司,ORGANIZATION,9144849143746837,材料,LARGE,LOW,广东省,深圳市,ACTIVE
100000426,杭州嘉禾物流贸易有限公司,ORGANIZATION,9144807177961476,物流,KEY,LOW,北京市,北京市,ACTIVE
100000427,周杰,ORGANIZATION,9144362132019361,医疗,SMALL,LOW,上海市,上海市,ACTIVE
100000428,孙超,ORGANIZATION,9144548099599573,电子,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000429,深圳嘉禾供应链科技有限公司,ORGANIZATION,9144784447347036,物流,SMALL,MEDIUM,浙江省,杭州市,ACTIVE
100000430,北京明川科技科技有限公司,ORGANIZATION,9144426134287055,制造,SMALL,MEDIUM,江苏省,苏州市,ACTIVE
100000431,北京远辰电子贸易有限公司,ORGANIZATION,9144501325298984,贸易,LARGE,LOW,江苏省,苏州市,ACTIVE
100000432,上海云启制造有限公司,ORGANIZATION,9144836424878972,电子,LARGE,LOW,浙江省,杭州市,ACTIVE
100000433,北京智联供应链供应链有限公司,ORGANIZATION,9144599411818127,科技,MEDIUM,LOW,江苏省,苏州市,ACTIVE
100000434,苏州智联材料科技有限公司,ORGANIZATION,9144173623203651,医疗,KEY,LOW,广东省,深圳市,ACTIVE
100000435,深圳智联贸易制造有限公司,ORGANIZATION,9144488423029582,物流,SMALL,LOW,江苏省,苏州市,ACTIVE
100000436,胡敏勇,ORGANIZATION,9144802009521109,电子,SMALL,LOW,北京市,北京市,ACTIVE
100000437,上海云启贸易制造有限公司,ORGANIZATION,9144488309654588,贸易,KEY,LOW,江苏省,苏州市,ACTIVE
100000438,北京智联医疗供应链有限公司,ORGANIZATION,9144774380416707,物流,SMALL,LOW,上海市,上海市,ACTIVE
